location,max_pop,longitude,latitude
Shymkent,1018974,69.6,42.3
New Orleans,1020886,-89.9288,30.0687
Volgograd,1015586,44.4833,48.7
Port-au-Prince,987310,-72.3386,18.5425
Mysore,1014227,76.6531,12.3086
Odesa,1010783,30.7326,46.4775
Kathmandu,975453,85.3667,27.7167
Raipur,1010087,81.6337,21.2379
Nice,1006402,7.2663,43.7034
Arequipa,1008290,-71.5369,-16.3988
Port Harcourt,1005904,7,4.75
Rotterdam,1005000,4.48,51.92
Louisville,1005654,-85.6485,38.1663
Zaoyang,1004741,112.7581,32.1287
Shuizhai,1003698,114.8994,33.4433
Kota,1001694,75.83,25.18
Abu Dhabi,1000000,54.3686,24.4781
Stockholm,972647,18.0686,59.3294
Ottawa,989567,-75.695,45.4247
Asmara,963000,38.9167,15.3333
Freetown,951000,-13.2331,8.4833
Jerusalem,919438,35.2167,31.7833
Panama City,880691,-79.5,9
Lome,837437,1.2228,6.1319
Libreville,797003,9.4544,0.3901
Zagreb,790017,15.95,45.8
Dushanbe,780000,68.7864,38.5731
Lilongwe,781538,33.7833,-13.9833
Cotonou,762000,2.52,6.4
Vientiane,760000,102.6,17.9667
Colombo,752993,79.8333,6.9167
Kigali,745261,30.0606,-1.9536
Pretoria,741651,28.1881,-25.7464
Bangui,734350,18.5628,4.3732
Winnipeg,705244,-97.1464,49.8844
Quebec City,705103,-71.2081,46.8139
Riga,698529,24.1069,56.9475
Oslo,693494,10.7528,59.9111
Chisinau,685900,28.8575,47.0056
Athens,664046,23.7161,37.9794
Bujumbura,658859,29.3611,-3.3825
Helsinki,642045,24.9342,60.1756
Skopje,640000,21.4333,41.9833
Kuwait City,637411,47.98,29.375
Kingston,580000,-76.7931,17.9714
Vilnius,574147,25.2833,54.6833
San Salvador,567698,-89.1914,13.6989
Djibouti,562000,43.1481,11.595
Lisbon,506654,-9.1604,38.7452
Kitchener,470015,-80.4728,43.4186
Tallinn,434562,24.745,59.4372
Cape Town,433688,18.425,-33.925
Bratislava,429564,17.1128,48.1447
Tirana,418495,19.82,41.33
Canberra,426704,149.1269,-35.2931
Wellington,418500,174.7772,-41.2889
Beirut,361366,35.5131,33.8869
Dodoma,410956,35.75,-6.25
Halifax,403131,-63.5906,44.6475
Bissau,395954,-15.5956,11.8592
Juba,372410,31.6,4.85
Port Moresby,364125,147.1494,-9.4789
Yamoussoukro,355573,-5.2742,6.8161
Victoria,335696,-123.3647,48.4283
Maseru,330790,27.48,-29.31
Nicosia,330000,33.365,35.1725
Windhoek,322500,17.0836,-22.57
Porto-Novo,300000,2.6167,6.4833
Sucre,300000,-65.2592,-19.0431
San Jose,288054,-84.0833,9.9333
Ljubljana,284355,14.5167,46.05
Sarajevo,275524,18.4167,43.8667
Nassau,274400,-77.3333,25.0667
Bloemfontein,256185,26.2167,-29.1
Gaborone,231626,25.9086,-24.6569
Paramaribo,223757,-55.1667,5.8667
Dili,222323,125.5736,-8.5586
Pristina,204725,21.1667,42.6667
Georgetown,200500,-58.1667,6.7833
Malabo,187302,8.7737,3.7521
Brussels,185103,4.3517,50.8467
Male,133019,73.5083,4.175
Podgorica,174515,19.2661,42.4397
Manama,157474,50.5831,26.2167
Port Louis,149194,57.5,-20.1667
New Delhi,142004,77.2,28.7
Bern,133798,7.4474,46.948
Reykjavik,128793,-21.935,64.1475
Praia,127832,-23.5092,14.9177
Luxembourg,122273,6.1328,49.6106
Sri Jayewardenepura Kotte,115826,79.9164,6.9
Bridgetown,110000,-59.6167,13.0975
Moroni,111329,43.2536,-11.7036
Thimphu,104000,89.6333,27.4833
Mbabane,90138,31.1333,-26.3167
Honiara,84520,159.95,-9.4333
Suva,88271,178.4333,-18.1333
Castries,70000,-60.9833,14.0167
Sao Tome,56166,6.7333,0.3333
Port-Vila,51437,168.3,-17.75
Bandar Seri Begawan,50000,114.9167,4.9167
Monaco,36371,7.4069,43.7396
Gitega,41944,29.9306,-3.4264
Port of Spain,37074,-61.5167,10.6667
Apia,37708,-171.8333,-13.8333
Vaduz,36281,9.5215,47.1415
Banjul,31356,-16.5775,13.4531
Tarawa,28802,173.0176,1.3382
Victoria,26450,55.4544,-4.6236
Majuro,25400,171.3667,7.1167
Kingstown,25418,-61.2333,13.1667
Nuku`alofa,24571,-175.2083,-21.1347
Saint John's,21926,-61.8447,17.1211
Andorra la Vella,22151,1.5,42.5
Belmopan,17222,-88.7675,17.25
Roseau,16582,-61.3833,15.3
Basseterre,13220,-62.7342,17.2983
Pago Pago,12576,-170.7046,-14.274
Valletta,6444,14.5125,35.8978
Palikir,6227,158.185,6.9178
Funafuti,6025,179.2167,-8.5167
Lobamba,5800,31.1667,-26.4167
Saint George's,4315,-61.7417,12.0444
San Marino,4040,12.4484,43.932
Al Quds,,35.2269,31.7764
Capitol Hill,2500,145.7546,15.2137
Hagta,1051,144.7504,13.4745
Ngerulmud,,134.6242,7.5006
Bareilly,1000000,79.415,28.364
Quang Ha,1000000,108.25,16.06
Kitaku,997536,130.82,33.8704
Jodhpur,995000,73.0168,26.2918
Xingcheng,993000,115.6669,24.1681
Dongtai,990306,120.3037,32.8534
Joinvile,988000,-48.8399,-26.32
Yingcheng,986400,113.4042,24.1876
Dnipro,983836,34.9833,48.45
Glasgow,985290,-4.2514,55.8609
Chiba,980203,140.1,35.6
Danyang,980662,119.575,31.9948
Natal,980588,-60.2699,-6.9838
Naples,972212,14.25,40.8333
Zhaodong,980000,125.9773,46.0635
Xibeijie,977600,98.5049,39.737
Kirkuk,975000,44.4,35.4667
Huilong,972525,121.6574,31.8131
Tongjin,971327,127.2011,37.2361
Oklahoma City,972943,-97.5136,35.4676
Toulouse,968638,1.444,43.6045
Denizli,963464,29.0878,37.7731
Dispur,957352,91.77,26.15
Coimbatore,959823,76.9667,11
Luocheng,959006,111.5745,22.7645
Guwahati,957352,91.7667,26.1667
Shima,956400,117.8118,24.4475
Songnam,948757,127.1378,37.4386
Solapur,951558,75.9167,17.6833
Tangier,947952,-5.8125,35.7847
Anqiu,947723,119.1072,36.3619
Feicheng,946627,116.772,36.186
Taishan,941095,112.785,22.2486
Meishan,936000,112.839,34.1736
Kisangani,935977,25.1911,0.5153
Khartoum North,936349,32.6333,15.6333
Aguascalientes,934424,-102.296,21.876
Marrakech,928850,-7.9811,31.6295
Nada,932356,109.5833,19.5
Donetsk,929063,37.8042,48.0089
Taihecun,930000,131.0063,45.768
Wuchuan,927275,110.7659,21.4571
Trujillo,919899,-79.0289,-8.1119
Cebu City,922611,123.9,10.3
Taihe,924531,105.3784,30.8706
Olinda,921840,-34.85,-8
Bridgeport,924449,-73.1953,41.1918
Trichinopoly,916857,78.6928,10.8269
Xin'an,920628,118.3369,34.3662
Padang,914970,100.3606,-0.9556
Qingzhou,914047,118.4797,36.6967
Buffalo,914341,-78.8487,42.9016
Xinyi,913708,110.9369,22.3559
Lichuan,913700,108.9378,30.2965
Daye,909724,114.9699,30.1003
Fort Worth,909585,-97.3473,32.7811
Zhuanghe,905852,122.9664,39.6896
Hartford,905152,-72.6834,41.7661
Ad Dammam,903312,50.1,26.4333
Bucheon,867678,126.7831,37.4989
Lhasa,902500,91.1,29.65
Homs,900492,36.7167,34.7333
Jiaozhou,900500,119.9625,36.2481
Merida,892363,-89.62,20.97
Dengtalu,887000,114.35,36.08
Zaria,889000,7.7,11.0667
Hubli,890000,75.125,15.36
Abeokuta,888924,3.35,7.15
Tucson,888486,-110.8782,32.1545
Krasnodar,881476,38.9833,45.0333
Natal,877662,-35.2089,-5.795
Novo Hamburgo,876990,-51.14,-29.7096
Chihuahua,878062,-106.0889,28.6353
Klang,878000,101.45,3.0333
Turin,870952,7.7,45.0667
Jos,873943,8.8833,9.9333
Laiyang,874127,120.7136,36.9758
Jalandhar,873725,75.5792,31.3256
Campo Grande,874210,-54.6222,-20.4686
Sale,850403,-6.8167,34.05
Barinas,873962,-70.2167,8.6333
Marseille,870018,5.37,43.2964
Kaifeng Chengguanzhen,872000,114.35,34.85
Eskisehir,871187,30.5206,39.7767
Gaomi,868715,119.75,36.3833
Ipoh,866772,101.07,4.6
Hai'an,866337,120.4604,32.532
Liverpool,864122,-2.9833,53.4
Zamboanga City,861799,122.0833,6.9167
Oran,852000,-0.6331,35.6969
Southampton,855569,-1.4,50.9
Weichanglu,859424,119.9333,37.1792
Pekanbaru,855221,101.45,0.5333
Portsmouth,855679,-1.0872,50.8058
Leping,852800,117.1203,28.9632
Erbil,852500,44.0094,36.1911
Kermanshah,851405,47.0686,34.3167
Hailun,850000,126.9632,47.4585
Yangchun,849504,111.7833,22.1667
Macheng,849090,115.0189,31.1817
Ilorin,847582,4.55,8.5
Teresina,847430,-42.8042,-5.0949
Omaha,847819,-96.0522,41.2627
Yuci,840000,112.73,37.6804
Saratov,845300,46,51.5333
Iguacu,844583,-43.47,-22.74
El Paso,843386,-106.4309,31.8479
Denpasar,834881,115.2167,-8.6667
Dehui,839786,125.6965,44.5323
Naucalpan de Juarez,833779,-99.2378,19.4753
Bhubaneshwar,837737,85.8281,20.2644
Tongchuan,835600,108.9422,34.9057
Cheongju,833276,127.4897,36.6372
Warri,830106,5.75,5.5167
Pointe-Noire,829134,11.8653,-4.7889
Rongjiawan,826000,113.1,29.3801
San Luis Potosi,824229,-100.9761,22.1511
Butterworth,821652,100.3664,5.3942
Bhayandar,814655,72.85,19.3
Renqiu,822455,116.1008,38.7094
Toluca,819561,-99.6569,19.2925
Honolulu,820987,-157.846,21.3294
Queretaro,804663,-100.3928,20.5875
Xindi,819446,113.4653,29.8182
Wu'an,819000,114.1847,36.6941
Sao Bernardo do Campo,816925,-46.565,-23.6939
Hermosillo,812229,-110.9542,29.0989
Wutong,815848,120.5474,30.6326
Taguig City,804915,121.05,14.5167
Saltillo,807537,-101,25.4333
Gaoyou,811800,119.4432,32.7847
Hejian,810306,116.0897,38.4451
Yiyang,810447,112.3913,26.4103
Puxi,809535,114.735,35.2125
Zijinglu,807857,112.9854,34.7513
Xiashi,806966,120.6833,30.5333
Trabzon,807903,39.7225,41.005
Joao Pessoa,801718,-34.8333,-7.0833
Dongyang,804398,120.2282,29.2785
McAllen,804114,-98.2471,26.2273
Valencia,794288,-0.375,39.4667
Qingping,797200,113.3796,34.538
Niigata,796500,139.0364,37.9161
Hamamatsu,791770,137.7333,34.7167
Morelia,784776,-101.1894,19.7683
Pasig City,755300,121.0833,14.575
Moradabad,787000,78.7568,28.8418
Culiacan,785800,-107.3939,24.8069
Xiangxiang,787216,112.5223,27.7389
Malang,780000,112.62,-7.98
Xingyi,783120,104.9011,25.091
Chaohucun,782000,117.7353,31.6783
Fuyang,771000,119.9519,30.0533
Antipolo,776386,121.1763,14.5842
Nottingham,768638,-1.15,52.95
Cencheng,772113,111.0186,22.9297
Krakow,766739,19.9372,50.0614
Hempstead,768057,-73.6089,40.6629
Erzurum,767848,41.2756,39.9097
Al `Ayn,766936,55.7447,24.2075
Songzi,765911,111.7732,30.1772
Laixi,762900,120.5333,36.8667
Zhongba,762140,104.7406,31.7761
Qingnian,760781,115.7061,36.8494
Albuquerque,761195,-106.6464,35.1053
Kaduna,760084,7.4403,10.5231
Tlalnepantla,750224,-99.1947,19.5367
Xinhualu,758079,113.7249,34.3962
Guangshui,755910,113.8229,31.6189
Frankfurt,753056,8.6797,50.1136
Samarinda,753370,117.1536,-0.5022
Changhua,750000,120.5333,24.0667
Pietermaritzburg,750845,30.4167,-29.5833
Hungnam,751322,127.6232,39.8231
Kolhapur,750000,74.2333,16.7
Ciudad Guayana,751331,-62.6517,8.3596
Cucuta,750000,-72.5047,7.9075
Licheng,749522,119.4786,31.4174
Thiruvananthapuram,743691,76.8997,8.5
Tyumen,744554,65.5333,57.15
San Cristobal,743924,-72.2322,7.7682
Zaporizhzhia,741717,35.1383,47.8378
Cancun,743626,-86.8475,21.1606
Kumamoto,739393,130.7078,32.8031
Chengguan,740435,113.7975,35.4599
Nehe,740000,124.8738,48.48
Sokoto,732178,5.2339,13.0622
Birmingham,739573,-86.7987,33.5277
Zunhua,737011,117.9593,40.1881
Orumiyeh,736224,45.1,37.55
Oyo,736072,3.9333,7.8333
Wugang,734870,110.6293,26.7345
Shuangqiao,733000,112.5833,35.0833
Rennes,727357,-1.6794,48.1147
Sizhan,730400,106.3694,39.0099
Langzhong,728935,105.972,31.5833
Bristol,724000,-2.5833,51.45
Qian'an,728160,118.6973,40.0059
Lviv,724314,24.0315,49.8419
Zouping,726722,117.7424,36.8625
Bremen,724909,8.7975,53.1153
Reynosa,725793,-98.2778,26.0922
An Najaf,724700,44.3396,32.029
Sagamihara,722828,139.3667,35.5667
Guli,723490,120.0284,28.9008
Sarasota,722243,-82.5431,27.3386
Okayama,720865,133.9167,34.65
Mississauga,721599,-79.65,43.6
Lingbao Chengguanzhen,721049,110.8786,34.5221
Anlu,720000,113.6783,31.2575
Wusong,720000,117.7667,30.9333
Dayton,718353,-84.1998,39.7797
Enugu,715774,7.4942,6.4403
George Town,708127,100.3292,5.4145
Jaboatao,702621,-35.0014,-8.1803
Santo Andre,710210,-46.5333,-23.6572
Xichang,712434,102.2706,27.8983
Soledad,698852,-74.77,10.92
Chengxiang,709500,121.1043,31.4515
Tolyatti,707408,49.4167,53.5167
Saharanpur,705478,77.546,29.964
Warangal,704570,79.6011,17.9756
Osasco,694844,-46.7919,-23.5328
Dashiqiao,704891,122.5021,40.6328
Latakia,700000,35.7917,35.5236
Rochester,703952,-77.6162,43.168
Fresno,703498,-119.7941,36.7831
Banjarmasin,692793,114.5833,-3.3333
Salem,693236,78.1667,11.65
Changsha,699242,112.6877,22.3762
Grenoble,687985,5.7224,45.1715
Shishi,693000,118.6434,24.7355
Guadalupe,691931,-100.2597,25.6775
Aracaju,685356,-37.0717,-10.9111
Bauchi,693700,9.8442,10.3158
Hamilton,693645,-79.8692,43.2567
Lodz,690422,19.4547,51.7769
Miluo Chengguanzhen,692080,113.0745,28.8049
Gaizhou,691595,122.3499,40.4019
Shizuoka,691185,138.3825,34.9756
Malegaon,690844,74.55,20.55
Karbala',690100,44.0333,32.6167
Leling,689867,117.2167,37.7333
Sao Jose dos Campos,688597,-45.8869,-23.1789
Jianshe,687130,113.7693,34.2189
Acapulco de Juarez,687608,-99.8825,16.8636
Sheffield,685368,-1.4667,53.3833
Jingcheng,684360,120.2547,32.0058
City of Paranaque,665822,121.0167,14.4667
Kochi,677381,76.2833,9.9667
Allentown,683794,-75.4756,40.5961
Bahawalpur,681696,71.6722,29.3956
Tasikmalaya,678027,108.2,-7.3333
Macau,568700,113.545,22.203
Torreon,679288,-103.4486,25.5394
Xinmin,680000,122.8224,41.9952
Shanhu,679762,120.8176,29.5908
Zhongshu,679624,106.4133,27.8116
Xigaze,679771,88.8799,29.2649
Gold Coast,679127,153.4,-28.0167
Palermo,674435,13.3613,38.1157
Cagayan de Oro,675950,124.65,8.4833
Gorakhpur,673446,83.3667,26.7611
Pinghu,671834,121.0104,30.7005
Guankou,671200,103.624,30.9933
Tulsa,671033,-95.9042,36.1284
Yatou,670251,122.4867,37.1653
Songyang,668592,113.0424,34.4161
Cape Coral,668382,-81.9956,26.6446
Ch'ongjin,667929,129.7831,41.8
Sao Jose dos Pinhais,665063,-49.18,-25.57
Puyang Chengguanzhen,666322,114.98,35.7004
Qionghu,667104,112.3595,28.8417
Yanshi Chengguanzhen,666696,112.7796,34.723
Ribeirao Preto,666323,-47.8067,-21.1783
Dasmarinas,659019,120.9367,14.3294
Huambo,665564,15.7333,-12.7667
Wenchang,664455,116.9507,31.054
Shulan,663403,126.95,44.4167
Catia La Mar,661897,-67.0333,10.6
Bouake,659233,-5.0331,7.6833
As Sulaymaniyah,656100,45.4333,35.55
Hwasu-dong,655350,126.7667,37.2
Jeonju,653055,127.1489,35.8219
Durango,654876,-104.6667,24.0167
Shimoga,654055,75.56,13.9304
Ansan,652800,126.8219,37.3236
Bulawayo,653337,28.5667,-20.1667
Xiping,652604,103.8166,25.6005
Sanhe,652042,117.0701,39.9808
Guntur,647508,80.45,16.3
Dali,652045,100.1564,25.7003
Concord,652308,-122.0016,37.9722
Tiruppur,650000,77.3398,11.1075
Ch'onan,651661,127.1522,36.8064
Zaragoza,649404,-0.883,41.6483
Izhevsk,646277,53.2167,56.85
Guixi,647240,117.2083,28.2861
Honcho,639107,139.9825,35.6947
Sorocaba,644919,-47.4578,-23.5019
Villahermosa,640359,-92.9281,17.9892
Petaling Jaya,638516,101.6067,3.1073
Wuxue,644247,115.5539,29.8518
Utrecht,640000,5.12,52.1003
Kikwit,637736,18.8167,-5.0333
Colorado Springs,642413,-104.7606,38.8674
Valenzuela,620422,120.9833,14.7
Gaobeidian,640280,115.8678,39.3257
Qufu,640498,116.9833,35.6
Ruiming,640600,116.0333,25.8833
Wroclaw,638586,17.0353,51.1077
Rasht,639951,49.6,37.2833
Nantes,633690,-1.5528,47.2181
Stuttgart,634830,9.1775,48.7761
Al Hufuf,637389,49.5997,25.3608
Xinshi,636776,113.1079,31.0236
Cochabamba,632013,-66.157,-17.3935
Barnaul,633301,83.7872,53.3567
Tripoli,530000,35.8333,34.4333
Jin'e,633210,105.2868,29.3395
Benghazi,631555,20.0667,32.1167
Kryvyy Rih,629695,33.3433,47.9086
Yanggok,629061,127.2142,37.6367
Changping,614821,116.1944,40.2248
Raurkela,625831,84.8828,22.2492
Halwan,619293,31.3342,29.8419
Charleston,628377,-79.9628,32.8153
Chimalhuacan,614453,-98.9,19.4167
Xinxing,627475,124.1453,39.8734
Suohe,626700,113.392,34.7879
Mangalore,623841,74.8806,12.8703
Zhuangyuan,626683,120.8333,37.3
Ulyanovsk,624518,48.3667,54.3167
Irkutsk,623736,104.3,52.2833
Nanded,623708,77.3333,19.15
Bacoor,600609,120.9645,14.4624
Pontianak,618388,109.3414,-0.0206
Bazhou,622975,116.386,39.1235
Springfield,623401,-72.5395,42.1155
Turpan,622903,89.1822,42.95
Dusseldorf,619294,6.7724,51.2311
Xingtai,611739,114.4753,37.0659
Meihekou,618251,125.678,42.5279
Jurong,617706,119.1595,31.9579
Zhugang,616346,121.2288,28.1277
Khabarovsk,616242,135.0667,48.4833
Xinji,615919,115.2118,37.9423
Hamhung,614198,127.5333,39.9167
Serang,613356,106.1503,-6.12
Buraydah,614093,43.9667,26.3333
Ta`izz,596672,44.0219,13.5789
Montpellier,607896,3.8772,43.6119
San Miguel de Tucuman,605767,-65.2167,-26.8167
Yaroslavl,608079,39.85,57.6167
Zhangshu,610424,115.5375,28.0667
Grand Rapids,609314,-85.6562,42.962
Vladivostok,606589,131.9,43.1167
Kuantan,607778,103.3333,3.8167
Cuttack,606007,85.8667,20.45
Jambi,602187,103.61,-1.59
Zhuozhou,603535,115.9918,39.4887
Uberlandia,604013,-48.2769,-18.9189
Gothenburg,600473,11.981,57.6717
Tianchang,602840,119.0041,32.6853
Canoas,600000,-51.18,-29.92
Sargodha,602631,72.6711,32.0836
Las Pinas City,588894,120.9833,14.45
Cimahi,586580,107.5333,-6.8833
Kawaguchi,592373,139.7242,35.8078
Tuxtla,598710,-93.1167,16.7528
Balikpapan,598043,116.9031,-1.1489
Qamdo,598862,97.1777,31.1375
Durban,595061,31.025,-29.8583
Kagoshima,595319,130.5281,31.58
General Santos,594446,125.1667,6.1167
Chanda,595118,79.3,19.95
Al Hillah,594605,46.7564,23.4895
Makhachkala,592976,47.4833,42.9833
Mar del Plata,593337,-57.55,-38
Brampton,593638,-79.7667,43.6833
Luocheng,591115,104.28,30.9793
Mission Viejo,590249,-117.655,33.6095
Dortmund,587010,7.4653,51.5139
Chuxiong,588620,101.5436,25.0461
Makati City,582602,121.0333,14.55
Albany,586383,-73.7987,42.6664
Shah Alam,584340,101.5333,3.0833
Knoxville,586048,-83.9496,35.9692
Essen,583109,7.0131,51.4508
Cuiaba,585367,-56.0969,-15.5958
Shangzhi,585386,127.962,45.2116
Botou,584308,116.56,38.06
Bucaramanga,581130,-73.1161,7.1186
Anyang,573296,126.9269,37.3925
Genoa,580097,8.934,44.4072
Kuiju,581470,119.3904,36.8528
Tlaquepaque,575942,-103.3167,20.6167
Hachioji,577560,139.3167,35.6667
Dehra Dun,578420,78.029,30.318
At Ta'if,579970,40.4167,21.2667
San Jose del Monte,574089,121.0453,14.8139
Bakersfield,579295,-119.0359,35.3529
Ogden,578523,-111.9682,41.2278
Xiulin,577022,112.4037,29.7211
Fu'an,577000,119.6333,27.1
Malaga,574654,-4.4167,36.7167
Tomsk,572740,84.9522,56.4886
Kerman,573449,57.0667,30.2833
Kingston upon Hull,573300,-0.3325,53.7444
Al Mahallah al Kubra,543271,31.1667,30.9667
Luofeng,570898,120.396,37.359
Lingyuan,570660,119.3957,41.2407
Baton Rouge,570308,-91.131,30.4418
Pereira,568750,-75.68,4.8104
Ciudad Bolivar,567953,-63.55,8.1167
Durgapur,566517,87.32,23.55
Orenburg,564443,55.1,51.7667
Shenzhou,566087,115.5541,38.0005
Asansol,563917,86.9667,23.6833
Bacolod,561875,122.9509,10.6765
Akron,565208,-81.5219,41.0798
New Haven,564830,-72.9246,41.3112
Zhenzhou,564021,119.1619,32.2739
Surakarta,552118,110.8167,-7.5667
Tlajomulco de Zuniga,549442,-103.4431,20.4736
Jieshou,561956,115.3618,33.2605
Lanxi,560514,119.4722,29.2167
Zahedan,560725,60.8667,29.4833
Dangyang,560000,111.791,30.8258
Columbia,560041,-80.9037,34.0376
Kemerovo,556920,86.0667,55.3333
Dresden,555805,13.7384,51.0493
Uyo,554906,7.85,5.008
Bhavnagar,554978,72.1369,21.765
Luanzhou,554315,118.6978,39.7396
Veracruz,552156,-96.1533,19.1903
Novokuznetsk,552105,87.1167,53.75
Nellore,547621,79.9667,14.4333
Chiclayo,552508,-79.8366,-6.763
Al Hudaydah,548433,42.9511,14.8022
Eslamshahr,548620,51.2,35.5333
Cabinda,550000,12.2,-5.55
Amravati,549370,77.75,20.9333
Korla,549324,86.1527,41.7646
Huanghua,548507,117.3329,38.371
Xingcheng,546176,120.7205,40.6189
Wancheng,545597,110.4,18.8
Kaiyuan,545624,124.0371,42.538
Leipzig,542529,12.3833,51.35
Fengcheng,543933,124.0646,40.4543
Ajmer,542321,74.639,26.468
Sihui,542873,112.6956,23.3448
Tinnevelly,542200,77.7081,8.7289
Fuding,542000,120.2,27.2
Maturin,542259,-63.1832,9.7457
An Nasiriyah,541600,46.2503,31.0539
Al Hillah,541034,44.4333,32.4833
Ibague,541101,-75.2006,4.4378
Hannover,538068,9.7386,52.3744
Poznan,538633,16.9167,52.4
Ryazan,537622,39.7167,54.6167
Panshi,539804,126.0561,42.9392
Kassala,536009,36.4,15.45
Chang'an,537500,113.448,29.4761
Wencheng,537426,110.75,19.6167
Shashi,520000,112.23,30.32
Aksu,535657,80.25,41.1664
Salta,535303,-65.4106,-24.7883
Kimhae,534124,128.8811,35.2342
Astrakhan,532504,48.0167,46.3333
Mingguang,532732,117.9899,32.7816
Naberezhnyye Chelny,529797,52.3333,55.7
Antwerp,529247,4.3997,51.2211
Bikaner,529007,73.3169,28.0181
Agartala,522613,91.2667,23.8333
Xalapa,525147,-96.9275,19.54
Ndola,528330,28.6337,-12.9683
Hamadan,528256,48.5162,34.8065
Villavicencio,527668,-73.6294,4.1425
Ailan Mubage,526745,81.3167,43.9167
Ensenada,522768,-116.6058,31.8578
Lyon,516092,4.84,45.76
Bac Ninh,520000,106.0763,21.1861
Ciudad Apodaca,523370,-100.1833,25.7833
Santa Teresa del Tuy,525321,-66.65,10.2333
Londrina,520238,-51.18,-23.3
Penza,523726,45,53.2
Heroica Matamoros,520367,-97.5042,25.8797
Port Said,524433,32.2833,31.25
New Mirpur,523500,73.75,33.1333
Yucheng,522878,116.6403,36.9329
Bello,519670,-75.57,6.33
Meknes,520428,-5.55,33.8833
Nuremberg,518365,11.0778,49.4528
Pohang,520305,129.365,36.0322
Utsunomiya,519255,139.8833,36.55
Anda,520000,125.3252,46.4078
Jinghong,519935,100.7948,22.0057
Liaoyuan,506548,125.1381,42.8976
Mesa,518012,-111.718,33.4017
Surrey,517887,-122.8489,49.19
Cuautitlan Izcalli,511675,-99.25,19.65
Ujjain,515215,75.7772,23.1828
Santa Marta,515556,-74.2017,11.2361
Beining,514898,121.7932,41.5933
Hai Duong,507469,106.3331,20.9411
Carrefour,511345,-72.4,18.5333
Homyel',510300,30.9833,52.4417
Leicester,508916,-1.1333,52.6333
Yanji,513072,129.5067,42.9044
Benguela,513000,13.4167,-12.55
Yicheng,512530,112.2551,31.7117
Tabuk,512629,36.5789,28.3972
Lipetsk,510439,39.6,52.6167
Ulhasnagar,506098,73.15,19.2167
Matsuyama,509139,132.7667,33.8333
Muntinlupa City,504509,121.05,14.3833
Kashgar,506640,75.9833,39.45
Linghai,508079,121.3558,41.1676
Aden,507355,45.0333,12.8
Jhansi,507000,78.5696,25.4486
Kitwe,504194,28.2119,-12.8208
Aba,500183,7.3667,5.1167
Palm Bay,507002,-80.6627,27.955
Pingtung,503530,120.4942,22.6761
Samarkand,504423,66.9597,39.6542
Davangere,503564,75.9167,14.4667
Ichikawa,495592,139.9311,35.7219
Jammu,502197,74.85,32.7333
Mazatlan,502547,-106.42,23.22
Higashi-osaka,494640,135.6008,34.6794
Ile-Ife,501952,4.5667,7.4667
Kirov,501468,49.65,58.6
Madinat as Sadis min Uktubar,500000,30.9269,29.9361
Qaraghandy,501129,73.1167,49.8
Mazatan,500000,-110.1333,29.0167
Duisburg,498590,6.7611,51.4322
Mykolaiv,498748,32,46.9667
Matsudo,492671,139.9031,35.7878
Provo,500617,-111.6457,40.2457
Meicheng,500292,116.5689,30.6412
Niteroi,496696,-43.1036,-22.8833
Rouen,494382,1.0886,49.4428
Oujda-Angad,494252,-1.9114,34.6867
Johor Bahru,497097,103.7611,1.4556
Worcester,498328,-71.8079,42.2705
Hongjiang,498100,109.95,27.1167
Chimbote,497875,-78.5936,-9.0745
Dengtacun,496122,123.3203,41.4237
Ixtapaluca,495563,-98.8822,19.3186
Zhijiang,495995,111.7506,30.4271
Chengjiao,495744,114.0593,35.4043
Beipiao,496164,120.7621,41.802
Murrieta,496046,-117.1909,33.572
Kota Bharu,491237,102.25,6.1333
Heshan,494938,112.9578,22.7697
Ciudad Lopez Mateos,489937,-99.2833,19.55
Vinh,490000,105.6922,18.6733
Tultitlan de Mariano Escobedo,486998,-99.1694,19.645
Duyun,493574,107.5143,26.2672
Encheng,492814,112.3131,22.1879
Nishinomiya-hama,487413,135.3333,34.7333
Kandahar,491500,65.7053,31.6078
Cheboksary,489498,47.25,56.1333
Yuanping,491213,112.7134,38.7299
Port Sudan,489275,37.2164,19.6158
Valledupar,490075,-73.2597,10.4603
Edinburgh,488050,-3.189,55.953
Belgaum,488157,74.5,15.8667
Tula,485221,37.6167,54.2
Taozhou,487243,119.411,30.8956
